caps,sale,at,ap,bkvlps,ceq,ch,ci,cogs,dp,cik,fyear
85.9,2073.3,3723.4,168.8,8.213,1320.1,128.4,14.4,696.8,219.1,884713.0,2021.0
71.4,1546.8,1631.0,195.1,5.2707,319.7,65.7,134.9,1065.9,94.3,1609804.0,2021.0
332.797,631.561,1980.762,201.814,12.8224,343.051,359.337,-85.357,573.338,8.449,1598665.0,2021.0
635.558,1459.798,1107.776,85.274,-0.8583,-12.875,128.824,-137.417,1312.086,133.228,1606457.0,2021.0
85.004,490.351,267.512,63.84,8.5247,87.838,14.476,6.714,398.977,5.948,1606163.0,2021.0
64741.556,134552.847,267438.337,5454.436,56.0381,149602.9,29952.473,4886.768,79711.641,7212.486,1577552.0,2021.0
723.623,231.698,387.67,11.364,3.4277,329.786,245.217,-38.329,22.239,16.279,1327318.0,2021.0
63.162,1.695,8.622,0.087,0.2255,6.313,7.737,-14.288,0.923,0.002,1326706.0,2021.0
459.852,15.345,136.84,3.126,1.3369,49.184,122.927,-98.776,109.821,0.355,1267813.0,2021.0
46.829,0.627,4.851,0.283,-0.0042,-0.713,0.136,-5.828,0.543,0.114,1563463.0,2021.0
82.216,0.0,198.852,0.682,0.2355,78.282,91.124,-39.949,0.0,0.007,1173420.0,2021.0
436.183,11.838,248.309,2.88,7.715,229.698,176.882,-78.458,9.567,0.997,1651944.0,2021.0
1008.856,1161.084,1259.879,171.545,3.9362,615.914,401.087,371.171,672.947,10.962,1500435.0,2021.0
795.54,10.097,149.913,4.277,0.6346,82.617,72.428,-158.167,156.802,1.441,1437402.0,2021.0
952.019,139.709,449.657,5.669,7.4272,408.368,221.965,24.975,113.446,0.043,1395937.0,2021.0
1129.996,1242.872,1902.953,101.599,22.62,1135.39,3.671,56.002,603.546,150.64,945764.0,2021.0
422.423,437.768,671.529,22.214,9.3371,445.522,126.353,60.257,226.02,23.486,1297184.0,2021.0
88.116,1783.665,889.459,212.533,29.8251,350.087,38.513,39.855,1606.691,16.554,1601548.0,2021.0
93.375,1632.75,3518.584,101.574,12.5039,2631.554,283.55,98.562,961.854,310.674,771992.0,2021.0
222.177,2596.92,2246.618,138.788,29.133,688.239,381.395,109.741,1894.3,90.841,893691.0,2021.0
513.304,0.0,223.326,11.193,7.5078,208.265,44.444,-125.752,0.0,0.001,1553643.0,2021.0
1530.046,2948.037,5734.429,202.636,12.9309,3978.6,620.813,832.316,1025.901,48.735,1596532.0,2021.0
184.251,0.033,61.326,0.938,0.2427,52.493,21.03,-23.657,24.487,0.28,1582554.0,2021.0
231.068,0.0,35.553,3.254,0.2228,17.793,21.304,-30.91,30.296,1.963,1484565.0,2021.0
5965.8,5632.3,8919.9,215.9,16.6314,4218.6,1170.3,1860.3,1462.9,406.9,859737.0,2021.0
14.464,0.0,1.185,0.207,0.0033,0.928,0.422,-7.786,0.0,0.0,1393548.0,2021.0
25.161,41.815,82.881,0.783,5.7536,72.173,62.0,9.305,9.131,0.634,1325618.0,2021.0
500.125,1.084,278.044,1.044,10.1376,186.298,105.624,-37.519,0.005,1.45,1304492.0,2021.0
149.412,0.522,14.102,1.069,2.977,11.256,11.005,-18.158,0.186,0.312,1610853.0,2021.0
588.937,502.917,1693.202,10.076,18.1437,726.512,356.85,-87.724,79.777,14.228,1598110.0,2021.0
395.078,0.785,48.39,2.12,0.2743,32.975,11.043,-29.925,30.566,1.751,1587221.0,2021.0
685.472,425.208,863.784,20.787,6.8563,464.439,98.508,-69.716,195.225,42.288,1521036.0,2021.0
393.617,106.748,146.867,8.888,-2.0531,-69.069,38.397,-159.646,25.2,4.812,1271214.0,2021.0
1744.695,20.34,468.127,17.368,3.0502,279.614,106.084,-340.805,351.37,9.432,1604464.0,2021.0
633.795,43.522,204.887,4.592,1.1468,87.999,164.164,-6.553,1.985,2.421,1393434.0,2021.0
964.965,7.5,439.727,1.387,3.2139,316.185,34.195,-145.993,147.914,4.645,1501756.0,2021.0
425.614,0.0,210.662,1.444,2.5801,201.884,26.371,-55.485,0.0,0.0,1607678.0,2021.0
459.151,28.058,60.539,2.832,-0.0775,-12.903,22.245,-49.254,19.433,1.27,1492674.0,2021.0
550.055,938.44,1027.749,10.028,28.9074,431.645,48.974,-9.725,780.263,6.103,1596961.0,2021.0
17.023,39.828,21.752,5.448,2.3813,13.183,6.512,2.511,28.942,0.07,747540.0,2021.0
265.13,6.618,124.994,1.188,2.2916,117.41,88.322,-44.156,5.996,4.655,1584754.0,2021.0
278.903,5.966,94.75,1.384,1.4306,89.383,88.337,-12.736,2.797,0.266,1607962.0,2021.0
580.652,11.782,83.047,1.983,-0.5185,-35.075,39.898,-77.853,5.663,2.0,727207.0,2021.0
342.941,454.363,613.786,10.626,8.4865,310.623,30.046,29.664,354.59,15.176,1606366.0,2021.0
22.393,2.218,1.883,0.682,-0.0198,-0.944,0.115,-0.463,1.602,0.068,896747.0,2021.0
532.826,87.955,397.104,15.304,19.1288,195.229,4.14,-66.712,75.751,38.915,1537028.0,2021.0
23.67,0.609,2.409,0.049,-0.0002,-0.211,0.484,-0.272,0.435,0.024,1467913.0,2021.0
206.792,0.576,20.666,3.888,0.9314,13.937,1.08,-18.785,2.458,0.084,1601936.0,2021.0
309.355,0.768,64.661,4.331,0.7361,50.58,21.986,-29.92,0.365,1.256,1603207.0,2021.0
1.704,0.872,8.93,0.521,0.0325,0.406,0.139,-2.774,2.782,0.093,1615236.0,2021.0
310.008,0.0,66.762,2.389,1.2553,49.376,16.654,-20.345,0.0,0.148,1478069.0,2021.0
6214.0,988.0,16968.0,99.0,59.3499,10127.0,191.0,731.0,282.0,267.0,1611983.0,2021.0
475.624,388.272,398.266,37.943,0.7855,99.704,31.551,98.979,295.062,33.502,844965.0,2021.0
66.227,0.0,12.872,0.64,0.7596,10.212,11.867,-9.618,0.0,0.0,1029125.0,2021.0
24.093,1.434,14.022,0.293,0.3033,13.122,8.679,-3.221,1.136,0.162,1590418.0,2021.0
1628.8,744.6,1594.6,56.4,26.538,1263.9,118.5,-0.5,335.1,38.3,1606498.0,2021.0
12.577,1.952,3.789,0.004,0.0519,3.505,1.846,0.049,0.707,0.031,888981.0,2021.0
559.752,3010.053,2494.927,324.313,21.11,967.682,395.647,4.09,2635.188,69.309,861459.0,2021.0
1288.0,1889.0,3846.0,266.0,21.2865,1688.0,305.0,705.0,1207.0,291.0,1609253.0,2021.0
0.048,43.824,35.513,3.057,0.7243,23.224,11.19,5.731,28.959,0.641,814339.0,2021.0
3048.5,9535.5,6777.8,1009.3,13.5356,2292.5,251.5,485.0,7142.3,203.4,1494319.0,2021.0
688.156,14.755,67.046,6.51,0.9078,48.636,42.25,-73.329,3.239,0.109,1566044.0,2021.0
336.895,13708.0,4570.0,1166.0,-15.4421,-1619.0,1706.0,-133.0,9491.0,322.0,1616707.0,2021.0
81.654,534.517,650.18,29.02,8.8747,466.17,2.859,58.758,369.268,30.343,824142.0,2021.0
60.863,18.437,22.881,2.517,0.7269,8.729,2.883,0.232,10.08,1.364,1356093.0,2021.0
0.933,1.512,1.778,0.071,0.3317,1.641,0.656,0.093,0.744,0.005,752294.0,2021.0
539.192,45.909,256.052,19.431,1.2528,154.621,224.77,-74.172,118.706,1.516,1608390.0,2021.0
31.789,15.034,23.363,0.651,1.0117,17.441,4.931,-1.131,11.382,0.237,803578.0,2021.0
19.256,26.987,67.467,0.944,13.3647,64.565,10.449,13.088,6.048,0.215,724910.0,2021.0
117.495,18.437,572.007,3.824,10.5026,542.301,175.688,-78.882,96.524,0.906,1582313.0,2021.0
0.0,1074.751,1648.294,55.624,18.3807,1039.799,67.75,45.915,512.535,84.066,856982.0,2021.0
955.71,425.489,784.41,42.612,16.5708,719.754,72.788,-29.74,245.045,30.468,1611647.0,2021.0
228.084,0.0,142.429,1.277,0.9055,132.183,70.073,-23.054,0.0,0.001,1506251.0,2021.0
6877.0,9570.0,38031.0,254.0,20.9561,4480.0,1070.0,-1015.0,4647.0,1126.0,1590895.0,2021.0
538.221,228.962,720.892,37.56,9.9225,463.222,9.899,-101.296,198.326,78.475,1679268.0,2021.0
256.918,6.426,25.913,1.48,-2.3953,15.066,19.162,-22.027,4.683,1.123,879682.0,2021.0
1147.843,326.551,679.334,16.159,1.2703,97.726,417.195,-287.1,54.137,3.454,1512762.0,2021.0
231.219,72.089,24.868,6.047,-0.4519,-117.089,3.631,-14.94,55.054,0.457,1590695.0,2021.0
134.92,121.464,123.205,5.099,0.1133,37.862,29.682,7.624,52.413,2.788,1522767.0,2021.0
199.054,1488.256,1199.855,131.394,20.2013,599.676,20.674,192.45,885.903,27.352,1610250.0,2021.0
210.847,0.0,44.235,4.136,1.9172,35.96,9.819,-42.601,0.0,1.118,1611842.0,2021.0
129.342,10.524,34.431,3.751,0.1826,13.322,0.937,-34.486,4.504,1.677,1566610.0,2021.0
73.686,17.233,14.726,2.31,0.8291,10.272,3.676,2.326,10.733,0.951,1110607.0,2021.0
3474.088,5212.97,8237.093,107.535,32.8877,3412.555,106.475,226.014,4156.277,73.832,1610950.0,2021.0
568.384,302.016,1029.007,20.362,10.171,316.288,189.158,-43.492,87.84,52.928,1505155.0,2021.0
289.641,1402.876,1421.867,45.682,16.2441,826.852,78.696,204.381,1040.817,2.744,1373670.0,2021.0
32.287,1758.705,1851.068,296.769,14.4272,469.0,52.166,-29.477,1412.405,68.694,843405.0,2021.0
38.295,0.504,22.102,0.136,0.0193,0.466,17.749,-14.145,0.114,0.23,1602078.0,2021.0
294.395,384.567,514.796,39.897,-80.1862,-242.403,37.571,-10.868,324.526,38.497,1604738.0,2021.0
1515.5,4416.2,7217.2,610.9,6.5651,1492.9,840.6,274.0,2873.2,246.6,1616862.0,2021.0
68.99,55.264,134.527,1.564,1.7855,114.261,43.144,-8.157,43.916,0.917,1588084.0,2021.0
450.332,3433.533,3730.695,661.883,12.5112,1323.199,139.444,283.601,1896.167,115.1,1507079.0,2021.0
1135.741,2294.518,2851.081,114.32,8.3224,1644.516,876.921,-466.731,1293.824,41.653,1610601.0,2021.0
35.289,71.705,64.456,8.959,2.0244,7.563,0.445,-1.702,60.504,2.412,1172706.0,2021.0
50.349,125.669,103.677,10.056,2.6529,31.127,0.742,-6.963,106.036,5.599,1617669.0,2021.0
580.156,6.2,49.143,0.09,2.8942,24.395,46.156,-9.704,30.483,0.105,1358403.0,2021.0
174.486,126.648,374.019,8.479,5.7706,241.16,25.588,-50.523,116.129,26.235,1529628.0,2021.0
32.781,35.614,438.46,3.941,44.4484,140.768,30.787,4.424,23.718,0.067,832480.0,2021.0
24.703,1.481,0.625,0.218,-0.019,-1.185,0.001,-1.196,1.026,0.038,1517498.0,2021.0
21.72,30.661,47.007,4.818,-0.039,-0.189,1.384,-3.589,20.311,0.909,1599407.0,2021.0
0.0,0.0,0.013,0.177,-0.2464,-2.444,0.001,-0.501,0.0,0.0,1438461.0,2021.0
107.11,47.003,90.128,2.16,1.8119,65.958,13.167,0.956,21.98,1.597,924383.0,2021.0
5382.367,628.372,5449.694,68.604,8.258,4398.805,415.909,-630.866,469.94,154.592,1731348.0,2021.0
125.708,0.0,0.004,0.0,0.0,0.001,0.003,-0.977,0.0,0.0,724445.0,2021.0
32.465,74.435,1397.738,11.218,3.5664,1337.243,886.973,-389.012,82.985,13.468,1656472.0,2021.0
59.021,123.953,93.681,1.496,2.3774,29.746,8.856,18.4,100.966,3.842,825324.0,2021.0
522.136,4634.875,3104.399,367.315,24.8871,1064.498,101.916,262.64,3142.782,119.232,1600438.0,2021.0
306.998,31.418,153.56,8.609,0.7028,50.755,117.764,-44.614,80.849,2.4,1583648.0,2021.0
227.387,8.846,1233.909,67.576,17.6986,1004.982,507.551,-431.868,566.25,17.505,1612042.0,2021.0
355.239,478.778,683.737,29.585,-0.6941,-27.471,93.286,-363.396,355.361,47.824,57725.0,2021.0
1871.6,747.2,6852.9,15.9,4.9537,1997.9,308.3,111.1,85.6,69.3,1794515.0,2021.0
1730.927,3044.621,2396.201,146.697,20.0453,1124.399,22.584,479.742,1860.674,72.34,1616318.0,2021.0
718.181,419.643,1556.367,67.586,10.4456,558.46,4.013,61.506,75.73,107.432,10254.0,2021.0
405.94,739.893,1457.57,19.947,10.4628,409.534,302.406,-10.113,595.836,58.991,1620533.0,2021.0
51.503,213.064,506.535,3.534,13.2208,340.805,43.273,36.01,101.996,11.358,1596964.0,2021.0
90.089,0.0,55.659,1.05,0.5258,50.691,26.457,-17.202,0.0,0.205,1610590.0,2021.0
219.471,0.346,26.557,4.943,0.6024,11.714,24.072,-28.667,28.679,0.014,1394319.0,2021.0
394.38,10.13,29.485,1.394,-0.4881,9.723,19.497,-17.412,6.019,0.687,1506928.0,2021.0
64.869,0.875,35.232,0.466,0.2861,34.473,0.524,11.993,1.755,0.0,845385.0,2021.0
218.723,8.907,30.461,1.649,1.3706,10.4,9.6,-17.149,3.374,0.721,1169987.0,2021.0
18.731,0.369,0.775,0.003,-0.0101,-2.185,0.132,-8.307,8.607,0.0,1575858.0,2021.0
944.0,6345.0,7550.0,1141.0,6.7123,1081.0,1451.0,554.0,4653.0,317.0,1627223.0,2021.0
7.018,12.933,15.445,0.406,0.1662,1.384,4.95,1.31,7.072,0.096,96885.0,2021.0
0.0,487.763,4068.673,136.505,33.291,1793.688,474.544,948.567,336.298,55.739,1611005.0,2021.0
110.256,0.0,27.296,0.372,0.2966,25.608,4.993,-15.476,0.0,0.141,1522602.0,2021.0
241.659,61.26,178.147,3.41,1.9044,152.294,122.359,7.394,13.234,0.211,863894.0,2021.0
0.0,0.745,17.055,0.111,8.551,16.606,7.41,0.819,0.053,0.003,352955.0,2021.0
4701.23,460.449,4919.567,21.127,13.0565,2978.398,923.25,-379.014,273.932,76.935,1501134.0,2021.0
50.103,2.95,22.711,0.788,0.2391,18.812,5.339,-14.363,0.319,0.154,1597846.0,2021.0
36.443,0.0,198.166,1.426,4.4108,194.006,137.825,-36.805,0.0,0.0,1633932.0,2021.0
0.0,685.77,10109.074,75.9,21.0482,4620.942,34.699,498.398,262.352,6.018,1263814.0,2021.0
126.582,2.292,13.83,0.593,0.4678,10.896,6.038,-17.615,0.661,1.26,1534154.0,2021.0
281.419,466.269,683.739,3.193,8.0026,417.065,297.687,101.151,335.573,6.487,851520.0,2021.0
1594.7,3815.7,7417.1,85.2,0.4895,81.7,1255.7,335.7,1676.8,199.6,1609711.0,2021.0
96.702,0.034,37.899,2.803,-0.0491,-33.134,1.734,-86.298,1.922,2.189,1465470.0,2021.0
407.803,219.24,2063.467,12.59,18.4246,469.845,49.45,70.179,169.935,4.118,1620393.0,2021.0
261.814,1858.27,1774.033,144.51,4.7389,319.067,56.832,116.065,1388.616,82.556,1678463.0,2021.0
257.515,6.78,43.918,1.411,1.4016,31.093,28.685,-16.134,7.663,1.045,1469443.0,2021.0
905.145,70.119,321.807,9.199,0.9475,169.795,218.348,-110.048,63.695,6.089,1597313.0,2021.0
687.295,1963.865,2892.06,252.068,24.8043,1310.039,530.089,137.994,1296.498,39.535,1419612.0,2021.0
96.17,683.995,356.02,72.27,-1.2004,-32.656,11.709,13.314,597.384,13.446,1589526.0,2021.0
137.575,673.398,467.556,60.92,10.7552,285.539,83.878,-29.6,622.775,17.858,866273.0,2021.0
740.838,1531.4,1071.553,182.79,4.3879,228.374,10.388,-68.857,1152.752,54.835,1634117.0,2021.0
297.644,715.44,1577.345,56.669,39.1273,1019.696,56.232,64.992,423.525,42.049,866706.0,2021.0
555.64,1605.836,6953.994,47.233,296.5754,1793.095,388.802,349.712,455.352,339.025,1632127.0,2021.0
176.586,59.831,43.997,4.845,0.2763,32.808,10.476,-7.601,12.782,3.144,829323.0,2021.0
275.708,4.306,71.667,1.307,0.8873,41.217,36.08,-36.767,24.693,2.714,1293818.0,2021.0
875.367,322.006,1040.875,46.447,18.5319,919.553,611.551,13.365,163.426,7.102,1625791.0,2021.0
873.031,3486.207,4258.53,461.917,49.6988,1636.434,139.779,317.382,2415.972,79.401,1633931.0,2021.0
1743.6,1742.8,3551.6,116.9,27.0247,1972.8,774.3,397.6,801.2,177.1,1633978.0,2021.0
0.0,18.394,275.177,2.069,8.85,269.385,236.983,-16.709,3.172,2.648,1626878.0,2021.0
241.03,0.0,88.015,0.0,0.465,80.083,13.739,-24.17,0.0,0.0,1537917.0,2021.0
396.957,28.65,132.941,0.516,3.6313,127.118,112.346,-8.555,20.664,0.257,1434647.0,2021.0
398.733,49.572,75.325,1.301,0.3179,21.573,59.68,-42.467,91.638,0.189,1610618.0,2021.0
32.571,3.022,61.319,0.077,5.6726,44.706,16.343,-26.408,3.06,0.255,1300734.0,2021.0
2.558,0.0,0.518,0.155,-0.0014,-0.273,0.016,-0.49,0.0,0.007,836937.0,2021.0
166.616,61.293,140.985,0.607,7.3557,131.38,84.682,0.378,25.655,1.965,1448431.0,2021.0
73.055,0.0,0.114,3.323,-0.1074,-13.468,0.028,-8.859,0.0,0.003,1081938.0,2021.0
170.99,782.12,438.92,102.19,-1.2347,-33.69,11.78,-36.29,623.03,22.0,1637655.0,2021.0
502.095,276.868,692.077,4.189,6.0297,202.928,186.426,71.517,59.07,68.917,1267565.0,2021.0
115.523,0.079,1.106,0.976,-0.2826,-3.165,0.261,-1.604,0.531,0.094,822746.0,2021.0
204.788,16.192,43.891,2.362,0.4742,18.731,12.066,-16.668,7.504,2.299,1021096.0,2021.0
45.867,24.144,36.396,0.594,3.9911,30.64,18.653,-7.994,2.311,0.597,714256.0,2021.0
161.074,4611.856,13340.172,284.01,88.4321,11133.341,2502.992,2899.915,2106.545,66.308,1594805.0,2021.0
516.346,25250.906,45548.758,4184.222,3.5038,19743.974,7609.846,5508.068,13820.782,1245.372,924613.0,2021.0
780.75,1479.163,1939.26,77.778,11.0748,770.787,725.165,-40.899,902.14,32.576,1625414.0,2021.0
198.071,0.5,86.976,3.299,0.686,59.247,77.258,-56.126,0.585,0.226,1624326.0,2021.0
77.451,1345.249,1673.119,177.389,29.5095,932.736,58.782,130.092,846.435,32.8,868780.0,2021.0
41.586,28.884,60.662,1.49,0.489,4.184,8.264,2.084,8.786,1.039,862692.0,2021.0
8087.5,16071.7,25434.8,564.0,172.7058,18768.8,2885.6,8019.8,1879.1,281.1,872589.0,2021.0
254.592,0.0,108.552,2.901,2.3759,88.919,103.554,-114.762,0.0,0.178,1061027.0,2021.0
0.463,275.602,249.203,5.414,-10.3739,-309.525,48.583,42.402,57.416,7.943,1636222.0,2021.0
753.046,630.245,1179.197,70.782,5.5093,183.592,56.255,-114.472,353.779,175.063,1635881.0,2021.0
922.966,0.0,75.08,3.984,0.8184,60.348,63.729,-71.885,0.0,0.268,1636050.0,2021.0
1059.989,157.348,1782.682,13.249,16.3368,930.512,3.774,118.764,50.892,0.0,1534254.0,2021.0
952.432,294.011,1049.698,7.333,12.5019,587.151,100.708,-50.582,39.715,29.712,1192448.0,2021.0
430.422,78.858,130.476,18.025,-13.8433,-116.588,10.034,-44.567,24.615,15.643,867665.0,2021.0
548.304,0.0,3.083,0.684,0.0589,2.399,3.003,-5.208,1.589,0.0,20639.0,2021.0
572.476,993.196,1859.734,58.371,14.6589,749.424,259.496,46.968,411.998,97.747,313143.0,2021.0
1964.167,810.456,2611.69,11.904,5.4652,771.737,869.191,-40.194,798.903,17.839,874015.0,2021.0
664.293,1752.995,1972.172,106.599,20.5376,1287.71,246.977,157.455,1066.219,24.894,1639300.0,2021.0
222.621,425.548,670.207,13.0,1.5432,230.084,73.333,-15.849,129.601,44.782,1806837.0,2021.0
632.513,84.86,145.341,6.557,0.5405,100.552,100.556,0.475,29.906,4.273,1305773.0,2021.0
15.337,0.0,0.145,1.519,-0.0008,-4.634,0.119,-5.027,0.0,0.014,1389067.0,2021.0
271.556,862.924,829.074,82.573,11.6108,255.646,27.982,26.424,537.382,22.223,874396.0,2021.0
68.249,3249.072,2509.023,100.125,18.1701,799.722,165.665,155.947,2202.84,98.965,1637810.0,2021.0
0.943,6.068,26.085,6.245,2.4514,16.559,10.673,1.037,2.287,0.693,867038.0,2021.0
498.979,748.969,1232.015,64.751,12.2001,613.167,710.621,51.175,304.659,30.955,1459200.0,2021.0
8.45,0.0,0.025,0.141,-0.0285,-0.388,0.025,-0.57,0.0,0.0,837342.0,2021.0
1724.956,1698.965,3836.452,23.077,37.2971,1808.127,120.046,112.042,1300.345,45.906,840489.0,2021.0
0.0,3196.583,2014.634,340.877,5.6218,412.396,72.691,154.15,2050.023,77.923,1319947.0,2021.0
2050.417,625.486,1236.487,27.206,6.8668,653.304,84.386,-478.262,307.164,11.254,1604821.0,2021.0
745.829,144.927,354.859,13.735,1.4312,131.507,180.002,-65.591,203.473,5.947,1609809.0,2021.0
1383.039,3215.36,2437.203,116.14,8.1596,689.992,144.454,744.975,1216.304,104.476,874716.0,2021.0
16.296,19.503,10.65,2.539,1.7918,3.193,3.766,-3.534,16.213,0.06,875355.0,2021.0
7119.0,11141.0,32963.0,1153.0,2.632,1973.0,943.0,-659.0,7389.0,1041.0,874761.0,2021.0
538.626,551.134,522.647,89.046,3.1038,66.951,11.295,-25.454,324.534,39.59,870826.0,2021.0
17473.336,2032.707,17734.608,47.257,99.9929,16045.757,893.48,-453.596,646.925,207.572,1477449.0,2021.0
257.0,254.0,12303.0,33.0,22.4171,1038.0,17.0,-38.0,36.0,57.0,874501.0,2021.0
256.189,896.167,1999.366,55.956,-14.1463,-242.807,361.412,97.86,496.664,39.885,49754.0,2021.0
1078.9,2622.0,2422.4,351.4,43.6495,692.5,303.2,-3.5,2343.7,91.5,811596.0,2021.0
2798.325,1173.751,2024.484,55.721,6.8705,1112.584,337.544,-50.543,156.883,78.652,1520262.0,2021.0
6880.8,7574.4,13432.5,195.0,39.6889,10100.0,6795.0,2426.5,778.6,125.6,875320.0,2021.0
244.577,1359.328,1871.412,131.989,23.3367,782.877,7.948,61.693,796.323,81.169,876427.0,2021.0
354.235,531.313,1363.537,9.683,9.3437,412.489,155.406,78.755,58.036,52.409,876167.0,2021.0
0.0,0.487,7.984,0.0,0.9067,4.216,7.354,-0.169,1.028,0.0,1167630.0,2021.0
514.461,481.252,598.541,25.325,2.3876,118.907,60.132,114.052,278.252,11.298,704415.0,2021.0
110.867,185.177,201.436,25.714,1.2818,53.301,17.938,-15.266,138.592,7.177,1624512.0,2021.0
211.309,0.173,33.269,0.685,0.391,27.533,8.137,-18.193,5.697,1.32,1621832.0,2021.0
9442.168,3303.963,10334.863,1160.909,7.8015,6634.737,1735.547,-910.09,2795.287,95.832,1810997.0,2021.0
-0.578,62.16,27.312,7.044,0.8269,10.427,2.608,-6.502,46.033,1.228,874292.0,2021.0
403.312,729.551,1266.911,22.462,11.992,672.238,253.667,18.265,280.066,30.672,876523.0,2021.0
68.2,10981.7,23877.3,589.2,74.1238,10896.2,2261.4,1920.5,1874.4,487.3,875045.0,2021.0
130.12,1.078,0.196,0.378,-0.9231,-5.831,0.04,-0.486,0.13,0.004,727634.0,2021.0
23.102,415.721,1309.939,2.226,-8.4715,-204.308,64.902,-15.785,281.89,5.574,1636519.0,2021.0
301.002,5.169,58.817,0.839,0.7195,46.368,53.84,-20.171,21.59,0.169,1574235.0,2021.0
238.193,4.005,25.474,1.876,-0.149,-9.972,13.415,-17.731,23.978,0.089,1641489.0,2021.0
387.8,1556.8,1087.4,14.7,1.7763,111.0,147.5,56.0,1304.0,88.1,1607849.0,2021.0
139.055,1.015,15.718,0.507,0.615,10.375,12.872,-12.623,13.585,0.06,925741.0,2021.0
112.924,626.435,995.36,47.836,29.8648,469.086,16.619,68.241,335.673,32.453,1624794.0,2021.0
51.555,49.245,44.351,2.264,1.2627,28.62,4.472,1.43,23.683,2.072,878828.0,2021.0
174.445,5256.328,4821.544,82.519,31.9953,3679.807,462.564,1034.375,3604.843,259.883,878927.0,2021.0
2188.9,2960.2,12635.0,270.2,20.3759,3908.1,1842.4,1386.6,991.6,377.0,1552033.0,2021.0
968.066,114.08,473.437,6.674,0.7255,363.027,269.863,-258.11,90.852,6.118,837852.0,2021.0
45.743,40.022,15.165,5.266,-3.069,-8.676,0.705,-16.916,26.962,4.192,862861.0,2021.0
11.002,0.115,5.758,0.118,0.0205,4.65,0.132,-3.608,1.817,1.522,1605331.0,2021.0
192.132,602.707,1608.604,151.463,38.2645,601.25,79.601,-16.314,285.377,110.506,879585.0,2021.0
77.825,3.25,55.191,1.565,3.5171,34.172,0.039,-9.525,2.004,1.047,1590496.0,2021.0
126.271,858.482,398.455,48.861,21.1453,242.494,0.672,59.346,657.351,18.308,880117.0,2021.0
0.0,3213.513,2576.562,128.767,22.8643,1234.238,166.568,269.592,2691.308,23.805,831641.0,2021.0
143.718,2.531,3.023,0.499,0.0182,4.653,0.962,-6.908,1.408,0.02,880242.0,2021.0
0.0,33566.0,41240.0,2750.0,8.8444,9950.0,7116.0,8964.0,12680.0,1582.0,804328.0,2021.0
48.508,36.279,17.702,1.899,2.6358,10.58,0.726,1.687,28.591,0.579,874710.0,2021.0
50.464,10.675,6.261,1.205,0.2583,3.431,0.862,-0.103,7.095,0.147,867840.0,2021.0
63.428,587.023,2015.983,27.892,-7.7008,-645.356,545.909,46.107,271.151,62.8,1637207.0,2021.0
188.982,74.024,198.86,4.487,7.7656,135.199,31.046,-14.473,16.815,4.573,880432.0,2021.0
6330.344,1609.954,16483.252,288.108,30.0454,6254.736,617.634,-946.825,974.472,404.67,1469367.0,2021.0
118.93,525.808,276.46,23.861,5.6859,107.788,39.252,56.17,386.005,11.63,1638290.0,2021.0
102.801,6.776,6.042,0.457,-0.0121,-0.469,1.722,-0.013,1.802,0.075,880984.0,2021.0
23.07,1531.469,1333.752,280.353,5.704,338.161,26.292,69.95,1125.948,65.547,880224.0,2021.0
68.731,0.386,11.797,2.058,0.6835,4.362,11.424,-18.57,19.093,0.039,832489.0,2021.0
3051.604,3133.447,7747.78,138.677,19.8848,3682.902,352.221,301.191,1858.904,155.822,837465.0,2021.0
129.048,220.181,78.732,6.744,2.7046,36.807,23.174,12.854,38.187,3.359,849146.0,2021.0
1276.424,979.234,3934.181,233.564,110.3487,828.277,585.541,262.826,583.326,48.381,883237.0,2021.0
100.453,0.0,4.891,0.196,0.0127,2.968,3.663,-5.425,0.0,0.02,879911.0,2021.0
721.412,1316.308,1880.738,81.128,75.9413,1616.031,552.827,85.388,734.208,89.698,883984.0,2021.0
40180.0,30793.0,81605.0,3503.0,86.567,44035.0,2823.0,3603.0,17543.0,4635.0,1707925.0,2021.0
310.354,0.0,81.172,1.799,1.7205,70.914,67.808,-37.309,0.0,0.247,1621443.0,2021.0
1037.23,0.0,109.367,2.158,6.1648,95.998,104.749,-94.659,0.0,0.045,1290149.0,2021.0
356.931,45.666,62.708,5.484,0.4389,39.499,26.788,-13.538,34.359,0.669,771266.0,2021.0
3.9,11138.3,9182.1,1078.3,45.8873,3415.9,889.1,941.0,8345.3,281.8,880266.0,2021.0
167.328,1294.607,780.884,59.95,6.2926,312.924,253.97,254.82,622.909,18.689,885245.0,2021.0
19985.0,11888.0,32229.0,794.0,11.6603,16622.0,1925.0,1096.0,3230.0,1093.0,885725.0,2021.0
3375.0,19433.0,15054.0,1683.0,35.5802,4661.0,1587.0,938.0,11437.0,838.0,885639.0,2021.0
81.583,0.631,210.276,4.28,0.5571,143.882,121.694,-72.583,8.935,1.835,764195.0,2021.0
84.23,7.277,9.233,0.718,0.2049,3.919,4.1,-18.802,1.845,0.78,736012.0,2021.0
102.688,495.022,749.426,3.268,22.8957,295.606,28.567,57.924,360.914,11.591,885978.0,2021.0
214.888,224.168,249.654,6.948,5.6373,79.863,47.417,13.691,51.266,11.196,886206.0,2021.0
197.2,1856.0,7050.9,129.9,128.9552,1824.2,23.3,956.9,382.5,9.7,885550.0,2021.0
