caps,sale,at,ap,bkvlps,ceq,ch,ci,cogs,dp,cik,fyear
566.161,9.326,427.58,14.085,7.9874,381.43,320.448,-118.191,126.738,0.639,1599901.0,2021.0
2473.708,1105.56,831.272,1.543,2.5713,596.408,80.729,-395.222,788.183,30.314,1793862.0,2021.0
11.216,8.452,14.506,0.292,1.6484,10.629,12.386,0.608,6.82,0.234,1718224.0,2021.0
1281.156,89.792,1118.367,7.043,3.0553,471.206,688.938,-375.589,448.91,13.917,1801198.0,2021.0
619.2,1390.6,2342.6,121.1,4.8326,272.8,1231.5,-74.0,1065.6,82.9,1794669.0,2021.0
42.088,0.887,17.901,0.953,0.2085,13.267,16.809,-10.639,11.535,0.001,1504167.0,2021.0
2063.841,3184.255,2366.75,52.651,6.6757,915.194,1132.325,-370.911,2981.832,13.215,1580864.0,2021.0
98.839,1.032,27.245,1.393,0.4243,21.192,18.685,-15.009,0.123,0.097,1383701.0,2021.0
131.654,2.684,78.128,0.647,1.9915,73.424,69.161,-33.079,4.343,0.432,1086745.0,2021.0
180.645,0.0,78.667,1.66,3.6371,64.413,70.097,-50.637,0.0,0.326,1374690.0,2021.0
4.732,27.152,376.013,3.115,4.6923,265.978,12.377,-1.459,5.176,13.067,813639.0,2021.0
187.656,734.707,616.073,14.616,1.6964,158.461,198.786,31.466,495.732,44.976,1698991.0,2021.0
728.683,0.0,561.061,4.145,10.5143,498.356,77.421,-172.964,0.0,1.569,1538927.0,2021.0
17.988,7.6,368.715,2.302,6.8918,288.421,334.427,-106.908,114.789,1.471,1808158.0,2021.0
60.466,0.0,27.217,0.221,2.0408,26.832,27.204,-4.571,0.0,0.004,1799788.0,2021.0
1944.341,0.0,989.819,86.982,1.678,693.572,497.241,-690.875,0.0,8.231,1731289.0,2021.0
292.156,633.662,180.306,52.592,1.5884,74.136,4.501,-30.641,601.216,4.803,1781193.0,2021.0
1099.369,167.982,944.999,5.309,7.7063,866.261,285.668,-71.147,53.761,10.214,1802883.0,2021.0
425.821,1.44,252.271,2.195,5.3735,231.456,52.898,-81.206,82.821,0.634,1805890.0,2021.0
496.983,215.655,318.825,1.285,1.2596,158.982,116.454,146.082,18.621,0.792,1806201.0,2021.0
689.866,0.0,476.771,2.023,6.7008,381.746,375.145,-119.16,0.0,4.532,1733294.0,2021.0
582.844,0.0,324.337,6.758,5.3556,284.018,68.985,-100.318,0.0,1.8,1649094.0,2021.0
347.088,169.478,96.052,4.488,1.8737,70.201,55.064,-51.512,113.481,2.351,1791278.0,2021.0
722.646,1.247,108.839,8.709,-0.4672,-84.976,88.397,-247.412,117.184,1.9,1580063.0,2021.0
51.668,2.876,18.867,1.243,0.6904,16.602,11.755,-28.1,2.153,0.188,1760903.0,2021.0
561.447,1062.415,2068.851,39.843,3.0573,353.082,84.361,-534.349,225.885,107.507,1808220.0,2021.0
455.21,0.0,273.903,1.112,7.6117,250.967,60.816,-86.228,0.0,1.756,1787400.0,2021.0
471.82,85.388,287.253,8.198,3.0803,208.216,178.096,-71.724,23.239,5.598,1689657.0,2021.0
1666.887,3.029,1008.443,8.276,8.2969,897.808,280.119,-365.024,225.187,3.925,1812364.0,2021.0
275.998,0.0,276.442,21.806,6.4486,222.477,0.221,-12.898,0.0,0.0,1805087.0,2021.0
413.18,344.775,884.712,5.145,15.5873,552.82,848.537,212.886,99.271,0.603,1808865.0,2021.0
6265.669,3699.627,12300.288,203.173,79.9816,7175.226,2118.73,599.449,1306.972,149.854,1800227.0,2021.0
642.808,39.537,198.629,3.422,0.4349,27.367,151.257,-102.156,132.068,5.982,1809196.0,2021.0
305.117,10.77,337.288,12.121,2.103,205.175,10.283,-92.814,32.189,12.199,1708176.0,2021.0
564.993,0.0,380.183,3.764,8.945,363.049,363.667,-83.463,0.0,0.051,1810182.0,2021.0
1277.258,273.865,1301.014,11.366,9.7252,1067.625,88.014,-50.689,107.377,10.006,1566895.0,2021.0
229.998,0.0,230.28,6.26,7.0496,202.676,0.009,5.847,0.0,0.0,1813658.0,2021.0
913.581,366.388,1480.42,9.306,6.1831,738.426,177.15,-83.055,72.948,47.069,1721947.0,2021.0
464.143,546.413,833.094,24.167,9.6971,316.501,146.254,-25.36,369.028,44.81,1643615.0,2021.0
149.0,260.901,189.942,22.52,3.7406,151.47,30.966,2.132,174.462,3.54,1579733.0,2021.0
52.031,2.738,31.685,2.504,1.7855,25.45,24.908,-10.292,11.779,0.452,1729750.0,2021.0
-25.239,427.935,246.591,42.073,-0.7227,-26.18,26.394,6.193,348.03,25.401,1725134.0,2021.0
584.613,17.263,169.792,7.519,3.7817,105.726,24.071,-118.18,26.861,6.394,1522860.0,2021.0
563.757,29.75,476.771,6.65,7.6639,342.302,80.506,-117.889,144.846,2.79,1549595.0,2021.0
528.365,0.0,287.04,11.153,6.0141,231.909,74.843,-130.426,0.0,2.141,1528115.0,2021.0
256.948,0.0,123.541,2.394,4.6165,109.268,23.316,-56.608,0.0,0.674,1693011.0,2021.0
159.998,0.0,161.824,0.001,7.6312,156.058,1.754,-0.379,0.0,0.0,1814114.0,2021.0
270.947,0.0,78.838,3.385,3.2111,69.459,50.675,-61.345,0.0,0.066,1651431.0,2021.0
647.224,1017.084,861.073,119.035,24.5907,432.797,58.765,-52.042,619.058,35.12,1869858.0,2021.0
522.479,0.0,286.594,8.361,3.5438,225.266,201.661,-172.005,0.0,0.189,1754068.0,2021.0
68.208,3.101,42.47,1.09,1.5272,38.416,40.75,-14.786,17.867,0.0,1750149.0,2021.0
838.357,260.35,844.133,2.07,5.5359,730.738,185.657,-16.867,88.582,21.504,1160951.0,2021.0
12431.841,12712.093,15792.25,945.903,8.8074,10543.079,3218.636,-209.433,10006.005,215.786,1809587.0,2021.0
211.19,24.05,48.646,3.588,0.5875,31.361,33.435,-10.574,11.687,0.843,1715768.0,2021.0
229.998,0.0,230.199,3.985,7.2032,211.775,0.177,3.207,0.0,0.0,1802450.0,2021.0
41.715,0.0,19.073,0.136,1.7251,18.082,16.537,-7.246,0.0,0.007,1801834.0,2021.0
268.393,247.526,277.84,13.563,15.1482,203.031,19.521,-64.88,131.988,16.967,1808997.0,2021.0
640.104,305.44,433.443,1.001,3.1705,186.507,234.309,34.597,55.102,18.84,1802665.0,2021.0
624.261,783.279,1056.543,270.475,7.8978,349.456,166.542,-257.199,770.083,42.21,1796898.0,2021.0
438.82,1.304,363.17,3.134,5.6409,292.148,66.645,-62.405,0.524,2.292,1795251.0,2021.0
29.279,47.982,70.145,5.312,2.7096,58.934,8.078,12.513,22.382,0.446,1809616.0,2021.0
31.95,0.675,12.477,0.14,0.5704,11.735,10.713,-11.586,7.898,0.751,1807166.0,2021.0
1000.212,102.602,463.464,1.763,7.9186,374.081,182.348,-132.12,89.832,5.162,1484612.0,2021.0
617.489,220.124,818.96,38.144,5.715,553.063,34.869,55.559,42.475,65.623,1792849.0,2021.0
186.59,113.281,274.149,7.486,8.2024,191.353,13.567,12.68,34.555,9.778,1805012.0,2021.0
596.934,0.0,425.663,4.031,7.1345,368.197,200.825,-149.533,0.0,1.088,1818794.0,2021.0
417.363,0.0,332.008,0.567,8.59,321.084,110.537,-55.274,0.0,0.479,1620463.0,2021.0
132.363,34.459,66.465,2.694,4.9935,54.879,31.637,-19.601,15.102,2.764,1320350.0,2021.0
399.713,0.0,232.092,3.483,2.9399,128.784,219.684,-72.273,0.0,0.147,1622229.0,2021.0
240.309,0.0,79.989,0.368,1.3621,57.355,48.91,-62.213,0.0,0.295,1634379.0,2021.0
1034.252,378.437,707.035,11.557,1.0825,203.84,240.403,-289.007,30.433,8.464,1477720.0,2021.0
21910.996,675.0,11178.0,167.0,2.0846,7733.0,4991.0,-3596.0,725.0,345.0,1855612.0,2021.0
336.296,0.179,315.951,9.093,0.3986,83.36,287.963,-332.058,0.087,1.276,1867102.0,2021.0
625.0,5437.0,7021.0,364.0,7.244,1284.0,197.0,275.0,4548.0,344.0,1527508.0,2021.0
118.599,47.39,67.17,4.049,0.9972,13.521,30.393,-24.832,24.872,3.73,1708527.0,2021.0
471.449,9.73,338.938,3.263,7.6284,303.129,277.544,-62.023,69.415,1.538,1720580.0,2021.0
117.903,36.811,65.847,0.889,6.8229,62.054,23.049,-23.795,26.397,0.982,1650696.0,2021.0
69.943,724.526,3455.47,29.72,14.0547,2009.738,748.576,76.014,147.755,90.828,1765159.0,2021.0
331.032,0.0,213.956,21.763,2.4792,95.383,149.103,-174.523,0.0,0.492,1806310.0,2021.0
44.211,70.247,100.246,1.714,3.9014,51.214,15.35,4.009,58.159,0.768,1791725.0,2021.0
225.6,891.7,873.5,45.0,7.5631,534.2,84.5,44.9,746.8,20.4,1802974.0,2021.0
2247.347,745.424,1607.625,17.501,2.0763,831.68,941.109,-25.254,46.099,34.539,1809519.0,2021.0
100.662,205.631,183.867,38.04,3.2632,73.924,65.968,-14.094,177.322,6.941,1769116.0,2021.0
127.289,0.0,57.925,3.077,3.9789,48.185,49.229,-24.711,0.0,0.755,1472012.0,2021.0
198.016,6773.128,4584.94,737.826,16.8462,1466.946,485.998,674.705,4422.033,105.274,1817358.0,2021.0
265.647,273.135,380.808,4.392,2.2456,335.886,351.486,82.74,94.295,0.85,1794350.0,2021.0
234.225,0.0,69.088,0.527,3.0444,65.023,13.364,-35.833,0.0,0.519,1534133.0,2021.0
937.805,965.046,2659.243,16.483,1.4484,409.222,329.337,27.651,191.318,44.943,1031308.0,2021.0
0.0,0.0,818.014,6.561,7.0428,719.081,0.161,6.2,0.0,0.0,1820872.0,2021.0
425.972,66.522,160.111,9.053,1.7596,69.164,110.5,-157.754,23.754,4.202,1719395.0,2021.0
658.091,45.785,506.765,4.506,8.0019,389.606,76.124,-84.68,126.427,1.492,1662579.0,2021.0
324.62,0.0,201.587,13.009,5.0303,130.022,100.752,-64.776,0.0,1.948,1671818.0,2021.0
493.786,187.135,122.762,14.862,0.3427,31.416,25.687,-25.035,147.638,1.211,1815021.0,2021.0
470.364,1904.06,1337.396,236.12,6.0119,568.18,62.415,99.093,1374.043,45.094,1743759.0,2021.0
608.064,0.0,391.476,0.998,6.1953,345.097,198.27,-151.098,0.0,1.977,1741830.0,2021.0
214.685,0.0,126.486,2.823,4.7408,111.371,42.748,-42.476,0.0,0.068,1683553.0,2021.0
389.408,30.017,298.585,10.012,6.4193,271.786,92.268,-45.471,73.906,1.38,1680367.0,2021.0
31.689,5.295,61.277,2.763,0.0882,4.098,4.882,-75.976,66.933,5.578,1790515.0,2021.0
17.096,22.263,223.234,6.832,-2.3858,-484.261,29.384,-166.545,28.9,29.463,1884697.0,2021.0
28.627,5.421,83.862,0.945,1.4058,18.743,31.391,-39.104,1.907,0.825,1814067.0,2021.0
1084.288,1116.582,1300.502,8.61,9.217,314.715,11.262,93.53,354.81,105.473,1556739.0,2021.0
321.669,54.506,76.097,1.662,0.6407,19.727,32.712,-43.159,29.899,3.178,1439725.0,2021.0
361.133,1.319,519.774,3.819,2.3455,96.871,101.136,-101.323,98.826,3.227,1822462.0,2021.0
283.161,318.719,309.603,15.834,2.1929,219.582,175.537,19.196,208.971,7.512,1822359.0,2021.0
167.818,148.718,173.301,4.807,1.7877,95.769,134.652,-7.85,43.713,1.01,1814423.0,2021.0
0.0,77.126,1451.189,11.096,-2.4924,-162.313,77.86,-30.921,46.488,16.025,1823766.0,2021.0
-8261.0,1920.0,3422.0,220.0,-44.2631,-8239.0,816.0,2763.0,353.0,193.0,1783317.0,2021.0
567.598,0.0,292.747,10.78,5.5366,250.812,138.704,-167.237,0.0,0.182,1689548.0,2021.0
2311.66,1117.602,8220.407,13.005,3.6731,2344.67,185.328,102.08,175.292,405.095,1793229.0,2021.0
88.575,26.305,132.673,0.871,1.0624,45.506,89.559,-26.454,9.349,0.976,1419275.0,2021.0
352.334,71.261,217.578,3.428,3.0741,161.935,15.216,-37.867,8.18,22.593,1776909.0,2021.0
242.362,207.994,268.895,28.334,2.663,218.997,92.351,-87.912,187.254,3.603,1741231.0,2021.0
5358.695,11091.324,56739.634,131.031,6.4011,14648.563,5469.291,2634.801,5669.197,129.815,1816007.0,2021.0
1829.957,618.657,1962.191,9.997,11.0734,1811.942,221.421,48.901,143.636,59.183,1724570.0,2021.0
0.0,1469.882,2795.233,202.218,2.3027,683.772,522.932,-106.492,1141.736,175.37,1877787.0,2021.0
319.458,27.098,226.152,3.971,4.4068,123.976,143.513,-68.741,94.659,1.208,1604477.0,2021.0
204.711,1342.917,1043.791,100.96,-1.1461,-217.558,345.057,126.634,719.004,28.753,1821806.0,2021.0
81.16,16.885,33.689,0.92,1.1098,25.539,24.03,-20.288,4.281,0.733,1716166.0,2021.0
653.964,351.367,772.892,4.534,8.5445,710.077,764.375,121.19,212.961,0.029,1593899.0,2021.0
32.252,23.422,42.012,0.651,2.0928,28.518,4.775,-2.382,22.57,0.47,1806904.0,2021.0
627.792,768.674,892.62,29.836,3.8546,734.207,282.383,112.861,308.565,48.527,866291.0,2021.0
273.655,0.0,122.215,1.531,4.6403,117.223,62.563,-52.746,0.0,0.02,1800315.0,2021.0
1419.284,0.106,1592.952,28.144,2.6962,800.042,1202.439,-471.342,328.556,0.8,1720990.0,2021.0
111.588,0.589,26.077,1.584,1.1791,22.222,24.534,-56.693,23.29,0.004,1228627.0,2021.0
453.876,94.442,274.225,4.977,1.6835,167.125,38.86,-50.542,59.022,9.269,1791091.0,2021.0
1172.593,931.478,2789.502,72.868,2.0711,586.096,106.917,127.692,323.433,153.154,1822479.0,2021.0
107.185,0.0,62.714,0.587,1.1553,39.323,8.225,-20.144,0.0,0.11,1690080.0,2021.0
128.386,799.24,1918.276,8.154,2.39,314.262,551.272,469.305,121.709,24.752,1823239.0,2021.0
2483.761,518.811,2306.079,2.675,3.3868,1629.456,126.526,-88.872,128.03,123.391,1827075.0,2021.0
740.849,851.863,1820.455,6.563,9.6471,807.078,986.608,135.443,698.93,7.541,1647639.0,2021.0
373.657,0.0,153.757,0.867,1.3892,140.078,144.514,-82.181,0.0,0.566,1738021.0,2021.0
172.291,56.68,170.76,0.0,1.8862,144.342,68.809,33.424,19.509,2.268,1819876.0,2021.0
2355.767,5587.015,5046.367,129.359,50.786,2620.255,182.038,338.865,3307.352,277.175,1803599.0,2021.0
47.671,0.0,35.525,1.297,4.9822,33.53,34.213,-12.611,0.0,0.005,1571934.0,2021.0
1709.447,343.888,248.791,0.0,2.4697,125.47,185.898,-231.855,128.058,10.194,1821468.0,2021.0
448.969,4.598,169.175,12.531,0.6032,32.447,104.831,-124.216,43.881,2.613,1805077.0,2021.0
1902.03,2375.005,3216.222,1189.708,1.958,407.902,1439.769,-756.713,1499.885,131.667,1822829.0,2021.0
216.685,22.129,38.143,4.007,0.5797,19.073,19.689,-43.815,21.653,1.751,1402479.0,2021.0
1.501,531.592,581.624,0.0,-0.5848,-25.724,96.185,148.427,418.168,4.02,1819796.0,2021.0
936.299,331.952,1889.666,35.734,5.6729,1008.732,1179.297,135.037,78.062,26.757,1801368.0,2021.0
388.904,0.0,295.945,0.023,7.1505,284.568,13.812,-71.245,0.0,0.163,1750284.0,2021.0
1119.821,286.104,1511.73,7.458,6.5255,1041.849,185.797,-15.605,107.351,45.115,1827090.0,2021.0
629.981,6.617,539.139,3.789,8.1096,502.916,232.813,-71.759,75.532,2.558,1726445.0,2021.0
6.974,448.669,52.536,40.592,-0.4035,-13.706,23.203,-7.963,358.44,7.465,1698113.0,2021.0
724.384,1845.504,1441.265,83.118,23.1831,718.166,22.832,109.992,97.701,593.842,1821393.0,2021.0
1568.638,1919.181,4560.596,64.395,0.9982,584.817,3004.3,-503.535,1416.067,75.622,1315098.0,2021.0
121.602,91.047,119.732,22.391,1.7142,77.347,107.941,-78.643,8.052,0.82,1866782.0,2021.0
106.232,7.811,67.39,4.558,1.7184,35.545,23.848,-8.987,1.6,6.878,1815903.0,2021.0
383.065,177.267,231.605,28.937,-0.0236,-1.576,105.027,-69.223,140.892,4.497,1828672.0,2021.0
315.21,42.206,260.906,1.371,6.9056,214.604,224.073,-22.169,18.048,0.925,1555279.0,2021.0
463.089,0.0,366.864,3.148,7.2847,319.477,149.689,-90.278,0.0,0.123,1797768.0,2021.0
290.377,9.599,144.369,2.344,2.3844,77.16,107.143,-77.311,82.717,1.118,1821323.0,2021.0
1532.917,252.759,1170.882,54.218,9.3149,989.477,339.528,-194.294,58.523,5.19,1577526.0,2021.0
3955.0,8021.0,9506.0,3.0,3.6492,2248.0,1731.0,-664.0,7260.0,31.0,1801169.0,2021.0
95.517,0.0,31.404,0.51,1.9875,28.686,29.688,-8.522,0.0,0.0,1742927.0,2021.0
1823.344,112.408,1388.596,31.558,4.0079,1248.35,65.017,-246.739,74.852,26.015,1754820.0,2021.0
397.136,0.25,254.422,1.179,5.6534,210.821,244.979,-95.402,95.36,1.33,1826892.0,2021.0
2.203,0.0,11.765,0.414,0.5271,8.0,7.776,-6.795,0.0,0.012,1826397.0,2021.0
10.991,46.987,49.968,2.005,-0.3707,-1.81,3.22,-8.605,33.598,1.096,1819704.0,2021.0
141.144,46.58,174.626,4.804,4.9868,147.446,9.295,-9.385,16.899,3.664,1809158.0,2021.0
187.51,15.374,116.16,3.981,2.7351,72.77,37.226,-45.726,3.845,3.508,1819615.0,2021.0
641.974,326.009,608.673,1.595,5.4075,417.619,581.538,-96.632,108.577,3.469,1825480.0,2021.0
210.799,8.044,62.932,1.839,2.2073,23.497,35.102,-39.503,45.958,0.631,1445283.0,2021.0
156.311,0.0,117.676,2.019,4.764,100.321,111.459,-39.327,0.0,0.025,1796129.0,2021.0
461.207,15.6,393.221,3.799,2.5744,361.81,351.676,28.79,14.852,1.444,1772720.0,2021.0
26.783,9.641,28.478,4.532,0.5915,15.05,6.293,-14.124,6.318,1.056,1815566.0,2021.0
527.579,725.763,618.864,51.647,5.4129,457.345,91.013,-38.658,385.406,9.769,1831907.0,2021.0
417.492,0.0,290.999,2.497,0.5215,234.634,264.615,-124.258,0.0,1.074,1827980.0,2021.0
695.869,397.564,637.214,16.025,2.7437,370.543,79.733,26.002,204.152,22.86,1828972.0,2021.0
451.04,16.804,335.446,11.724,2.0761,279.151,22.638,9.665,35.364,2.788,1757932.0,2021.0
164.515,128.244,257.751,19.946,-7.2085,-336.83,112.743,57.877,61.198,0.255,1768012.0,2021.0
167.27,488.105,408.731,6.501,1.3976,85.42,281.03,-73.203,332.145,4.245,1793659.0,2021.0
619.145,58.749,838.597,20.79,4.9685,500.265,286.487,-60.107,49.824,11.674,1779020.0,2021.0
175.659,0.723,63.063,1.923,0.2022,12.597,50.288,-9.832,48.227,0.955,1822791.0,2021.0
82.747,0.0,26.719,0.683,0.6847,22.306,17.356,-48.826,0.0,0.657,890821.0,2021.0
95.684,213.212,426.414,19.985,0.0228,2.552,5.006,3.944,129.034,10.053,1831651.0,2021.0
103.476,82.109,122.429,2.127,4.6888,112.348,40.017,17.866,26.661,14.884,1828377.0,2021.0
539.423,0.0,664.684,1.401,2.989,381.535,33.417,-77.739,0.0,2.281,1830033.0,2021.0
67.81,11.135,35.72,0.833,3.4114,29.792,27.739,-8.962,4.245,1.004,1558569.0,2021.0
196.224,148.127,286.48,4.973,1.2927,182.293,53.266,-4.528,78.71,22.709,1826600.0,2021.0
60.686,94.987,76.428,7.033,3.115,37.981,25.704,17.043,77.298,11.958,1725872.0,2021.0
75.65,15.076,50.703,1.785,3.1556,36.719,17.82,-34.655,6.043,1.766,1821175.0,2021.0
584.714,18.943,437.185,3.169,9.5948,424.971,59.774,-68.321,80.144,0.053,1789972.0,2021.0
248.053,83.542,295.611,0.149,4.522,253.94,3.891,37.626,37.517,2.507,1826286.0,2021.0
243.502,37.572,171.991,15.922,2.2578,110.198,115.793,-99.678,36.455,3.964,1879248.0,2021.0
535.345,1023.304,1265.514,73.734,13.3996,620.147,342.81,52.735,835.313,5.393,1721386.0,2021.0
516.987,166.405,470.649,2.968,1.9018,309.634,187.672,-62.492,71.874,5.516,1774155.0,2021.0
1605.89,1467.28,5857.369,83.033,9.8216,1644.143,523.414,-11.997,742.27,112.777,1804745.0,2021.0
1032.9,2583.0,2803.3,45.7,-0.9188,-377.7,1017.0,295.0,583.5,145.5,1828016.0,2021.0
415.304,2.566,142.007,15.433,0.5077,47.694,67.322,-215.237,3.583,4.411,1864448.0,2021.0
0.437,2970.293,22528.358,1052.981,1.5528,142.251,731.088,1568.4,1075.405,35.098,1783398.0,2021.0
80.43,0.0,40.163,2.848,1.3979,32.437,32.166,-26.074,0.0,0.344,1828253.0,2021.0
24.0,2194.0,3626.0,79.0,6.2218,1655.0,115.0,23.0,1729.0,257.0,1825155.0,2021.0
485.944,235.515,761.321,85.386,3.8336,564.285,15.264,117.725,78.172,8.756,1825570.0,2021.0
457.43,1.26,307.718,3.574,6.6877,250.119,27.383,-98.912,92.855,1.193,1641281.0,2021.0
550.839,203.613,480.489,3.123,7.44,355.09,164.948,-24.585,42.773,4.592,1110611.0,2021.0
1586.781,765.66,3775.82,19.169,12.5053,1615.846,369.175,279.626,209.921,107.056,1830043.0,2021.0
257.963,1923.91,1894.248,113.498,4.0549,377.082,227.227,134.594,1604.267,6.065,1825088.0,2021.0
322.54,1.496,202.473,2.248,2.6478,186.227,188.498,-64.851,1.937,0.726,1833769.0,2021.0
61.267,63.004,129.19,0.557,1.2563,36.365,22.733,8.345,37.468,2.748,1786182.0,2021.0
328.137,0.0,241.215,2.418,7.0312,233.098,238.103,-48.564,0.0,0.156,1830487.0,2021.0
81.47,1.306,42.766,0.645,1.7939,37.453,25.658,-17.045,17.848,0.914,1721484.0,2021.0
211.499,0.0,91.032,1.045,3.6691,83.761,30.326,-50.898,0.0,0.87,1538210.0,2021.0
1101.3,773.4,2127.2,5.6,6.566,1122.7,678.5,9.9,393.5,70.7,1828182.0,2021.0
360.996,35.911,408.631,10.154,5.2959,232.292,322.121,-178.195,209.361,9.495,1671927.0,2021.0
0.0,421.428,644.78,59.718,0.645,163.051,132.145,-100.556,244.193,25.695,1685428.0,2021.0
82.888,224.127,389.131,32.877,4.3864,60.115,238.48,-37.609,121.216,11.141,1828791.0,2021.0
296.049,0.0,153.225,2.456,4.7866,146.513,7.159,-37.127,0.0,0.685,1829802.0,2021.0
954.933,1145.275,775.429,133.485,1.1185,39.733,219.561,64.877,226.24,115.048,1735803.0,2021.0
317.304,93.055,240.354,19.371,4.7601,188.803,105.982,-64.827,71.214,3.671,1652724.0,2021.0
346.382,0.0,242.59,1.545,5.8174,216.263,119.801,-68.899,0.0,1.434,1817229.0,2021.0
342.711,1.0,168.07,2.126,6.3439,160.303,47.699,-50.372,50.348,0.512,1831363.0,2021.0
287.509,258.534,290.289,6.352,1.873,213.511,75.029,-39.987,247.946,3.363,1759008.0,2021.0
336.1,10.175,189.511,3.322,3.5906,156.559,174.391,-72.921,81.414,1.125,1818838.0,2021.0
598.913,8.193,265.828,5.122,8.86,233.974,232.545,-192.036,198.431,1.578,1584751.0,2021.0
316.706,474.042,664.605,36.664,4.242,285.137,152.59,-11.644,116.044,20.928,1824814.0,2021.0
576.895,9.05,554.064,8.553,3.8329,387.64,150.755,-168.137,31.649,10.289,1807707.0,2021.0
70.778,165.365,213.542,12.382,1.3214,113.299,100.093,25.419,75.621,8.493,1838672.0,2021.0
253.744,145.578,383.322,5.475,0.9026,122.368,68.9,-123.552,104.248,7.262,1836981.0,2021.0
23.214,54.076,35.639,3.941,0.9447,24.986,6.652,-0.776,31.246,0.012,1830072.0,2021.0
97.506,0.0,36.265,0.311,0.9987,32.73,17.675,-21.784,0.0,0.074,1734750.0,2021.0
164.894,7.069,163.031,4.837,2.5403,130.202,79.764,-21.908,4.847,1.744,1744494.0,2021.0
3393.533,1838.715,3321.65,938.77,6.5956,1387.229,1103.995,-575.976,2367.693,14.605,1568651.0,2021.0
309.527,0.0,140.437,2.95,2.8893,124.841,136.627,-71.869,0.0,0.231,1816736.0,2021.0
485.638,623.015,1376.644,39.805,8.4119,486.811,309.338,77.47,432.772,55.019,1743907.0,2021.0
586.349,246.586,935.407,20.577,9.9889,422.491,69.245,-81.401,98.781,7.291,1803914.0,2021.0
3.712,8.98,85.479,5.628,1.1778,77.166,37.614,-22.508,6.627,0.765,1790169.0,2021.0
909.963,0.0,776.151,3.925,3.4228,745.997,132.423,-89.59,0.0,0.184,1811063.0,2021.0
266.004,12.64,88.529,3.739,0.4899,48.151,1.899,-153.194,6.441,14.767,1178727.0,2021.0
874.886,62.565,571.965,5.798,2.2606,447.691,422.841,-32.409,30.988,2.09,1804176.0,2021.0
203.3,2417.6,2362.2,253.8,3.6936,149.8,22.5,58.8,1204.9,80.1,1834585.0,2021.0
7874.038,18406.372,8641.834,3442.72,1.2404,2175.957,3487.708,-1559.236,15250.743,201.48,1834584.0,2021.0
568.183,2.712,617.68,4.326,3.3342,558.665,513.447,18.092,0.713,2.36,1844862.0,2021.0
4432.907,82.538,3690.087,7.901,2.9761,3341.702,1610.135,-755.453,782.245,15.581,1828108.0,2021.0
11.265,5.342,24.01,0.149,1.4344,14.936,16.537,-1.084,1.934,0.126,1781397.0,2021.0
1058.724,1401.794,2978.47,87.445,5.8763,1369.513,265.796,207.817,720.843,57.816,1834622.0,2021.0
1423.151,131.209,821.441,2.85,2.4726,648.245,490.762,-136.797,37.944,45.043,1836833.0,2021.0
726.903,336.613,1183.117,3.556,6.9683,801.687,4.244,55.97,158.675,8.9,1835256.0,2021.0
323.76,637.8,531.752,32.361,2.4731,335.146,201.466,-44.74,149.603,12.294,1834376.0,2021.0
769.705,428.561,2100.995,12.657,5.3932,578.197,1713.387,-19.632,82.223,88.372,1582961.0,2021.0
1366.855,241.006,855.897,27.576,1.634,547.014,315.235,-140.615,171.016,16.457,1777393.0,2021.0
57.959,16.88,56.842,1.125,0.7922,25.171,18.664,-26.551,4.719,1.985,1829280.0,2021.0
880.708,1167.773,630.895,139.611,1.6349,306.04,466.6,-195.286,1038.821,16.033,1832466.0,2021.0
125.479,22.165,51.683,1.365,0.6335,23.684,41.255,-17.869,11.396,0.691,1769804.0,2021.0
1235.231,415.287,958.91,49.206,5.2254,741.513,580.658,-145.487,151.121,14.757,1651562.0,2021.0
2736.647,74.007,679.066,24.186,2.1868,479.338,281.081,-342.978,167.357,27.357,1811856.0,2021.0
381.0,2060.0,4235.0,86.0,2.4417,530.0,918.0,-101.0,2214.0,37.0,1670076.0,2021.0
145.683,0.0,108.952,1.028,6.0529,103.323,66.346,-27.961,0.0,0.001,1832168.0,2021.0
813.166,149.368,755.876,2.184,4.4499,701.75,514.445,-42.273,29.161,1.615,1431695.0,2021.0
0.0,889.058,1636.91,34.786,-3.5009,-751.967,353.842,-25.229,440.753,61.273,1874944.0,2021.0
658.374,152.159,436.51,3.649,3.8309,344.611,308.581,-46.822,65.277,3.443,1529274.0,2021.0
26.835,0.165,14.062,1.72,0.77,10.252,9.065,-15.146,13.077,0.39,1829966.0,2021.0
424.492,3.129,267.801,1.153,6.0384,235.155,257.254,-90.195,84.274,0.258,1718852.0,2021.0
619.841,9.265,479.188,4.386,2.1227,456.376,66.81,-102.402,4.786,1.147,1789029.0,2021.0
1526.14,302.076,1248.15,12.212,1.99,1113.661,963.938,-173.585,170.84,3.369,1829118.0,2021.0
757.003,0.0,609.983,5.568,4.3029,555.199,37.59,-156.598,0.0,2.752,1789769.0,2021.0
40.826,170.912,58.728,7.389,1.5454,39.683,18.25,-5.718,159.074,0.186,1805594.0,2021.0
97.639,0.0,64.353,1.336,5.3894,61.466,15.186,-12.478,0.0,0.034,1534248.0,2021.0
1662.7,2618.9,4300.0,434.3,2.4655,785.6,207.6,-119.1,1497.2,187.5,1831617.0,2021.0
717.228,332.741,892.194,3.853,4.9235,799.066,221.591,27.526,54.382,30.285,1819928.0,2021.0
