cik,tic,Year,cluster_10,cluster_100
107140,WLY,2021,9,62
45876,HSC,2021,5,68
723125,MU,2021,8,76
1637207,PLNT,2021,0,14
764622,PNW,2021,4,92
1770450,XRX,2021,8,37
1102934,CCMP,2021,8,6
1393311,PSA,2021,9,26
763532,LYTS,2021,5,27
1701605,BKR,2021,4,74
102752,VSEC,2021,1,39
1783400,ECOL,2021,1,24
45012,HAL,2021,4,74
1356090,PGEN,2021,3,49
918646,EXP,2021,6,15
315213,RHI,2021,1,82
1616707,W,2021,0,32
1525769,PLAY,2021,0,95
1613103,MDT,2021,3,46
1585689,HLT,2021,0,75
1364885,SPR,2021,5,73
82811,RRX,2021,5,60
1477294,ST,2021,5,27
320335,GL,2021,2,56
1518715,HMST,2021,2,51
1016281,CSV,2021,0,58
726728,O,2021,9,30
877422,SPTN,2021,7,72
39311,IBCP,2021,2,97
1141391,MA,2021,8,43
1316835,BLDR,2021,5,41
877212,ZBRA,2021,8,44
1169445,CPSI,2021,3,40
949157,CENX,2021,6,29
1647088,WSC,2021,1,82
712515,EA,2021,8,86
1687187,METC,2021,6,99
110621,RPM,2021,6,99
98677,TR,2021,7,47
769397,ADSK,2021,8,44
768835,BIG,2021,0,57
1034670,ALV,2021,0,67
93676,SCX,2021,5,79
912752,SBGI,2021,9,50
80035,PLPC,2021,5,54
1305323,ZVOI,2021,0,75
4977,AFL,2021,2,56
75362,PCAR,2021,1,1
1006837,VATE,2021,5,54
1517175,CHEF,2021,7,5
1096056,LXFR,2021,5,7
1124198,FLR,2021,5,68
933136,COOP,2021,2,51
916789,HELE,2021,0,93
24545,TAP,2021,7,94
1141103,CCRN,2021,3,40
860748,KMPR,2021,2,56
1376339,MDXG,2021,3,4
873860,OCN,2021,2,51
1498710,SAVE,2021,5,89
15615,MTZ,2021,1,45
1136869,ZBH,2021,3,35
1157408,LRN,2021,0,75
1058090,CMG,2021,0,57
879169,INCY,2021,3,49
69891,FIZZ,2021,7,94
1063761,SPG,2021,9,48
1604821,NTRA,2021,3,23
7789,ASB,2021,2,97
354950,HD,2021,0,32
91142,AOS,2021,5,84
48287,HNI,2021,5,27
921738,PENN,2021,0,80
1546417,BLMN,2021,0,81
789570,MGM,2021,0,80
1046568,PRDO,2021,0,58
1078207,NLS,2021,0,93
19745,CPK,2021,4,11
1050915,PWR,2021,1,45
18498,GCO,2021,0,81
90896,SKY,2021,0,32
1418100,AVYAQ,2021,8,16
833079,MTH,2021,0,58
1060391,RSG,2021,1,24
1324404,CF,2021,6,29
884219,VVI,2021,5,1
917491,FARO,2021,8,6
1354327,PGTI,2021,5,17
1116942,TTMI,2021,8,6
92230,TFC,2021,2,2
16099,LUB,2021,0,95
832988,SIG,2021,0,57
1069202,LII,2021,5,84
1315257,KOP,2021,6,65
789933,NC,2021,6,29
763901,BPOP,2021,2,51
910638,DDD,2021,5,60
874499,GPOR,2021,4,61
30305,DCO,2021,5,1
1101302,ENTG,2021,8,6
23217,CAG,2021,7,85
933034,STRT,2021,0,67
29669,RRD,2021,5,83
35214,FOE,2021,6,59
815097,CCL,2021,0,34
1040971,SLG,2021,9,30
791963,OPY,2021,2,19
1543151,UBER,2021,1,89
16160,CALM,2021,7,85
915840,BZH,2021,0,58
1039065,OSIS,2021,8,78
4457,UHAL,2021,1,77
896878,INTU,2021,8,44
703604,DSGR,2021,5,60
1334978,CCO,2021,9,62
1296435,NP,2021,6,15
906345,CPT,2021,9,30
885550,CACC,2021,2,52
79879,PPG,2021,6,99
46619,HEI,2021,5,1
1067701,URI,2021,1,82
92122,SO,2021,4,92
944809,OPK,2021,3,49
1564902,SEAS,2021,0,95
70318,THC,2021,3,40
96943,TFX,2021,3,35
1580905,IBP,2021,0,17
874501,AMBC,2021,2,10
912615,URBN,2021,0,31
354707,HE,2021,4,11
26324,CW,2021,5,1
1005210,SPH,2021,4,11
884624,OFIX,2021,3,35
1124941,BECN,2021,5,79
1751788,DOW,2021,6,59
1069878,TREX,2021,6,65
1390478,SLS,2021,3,49
1598428,TMST,2021,6,99
811532,FUN,2021,0,95
793733,SKYW,2021,1,89
1368622,AVAV,2021,1,39
1135185,AAWW,2021,1,77
1275187,ANGO,2021,3,49
1324948,RBC,2021,5,60
1067837,AUD,2021,9,98
728535,JBHT,2021,1,77
38725,FELE,2021,5,7
860731,TYL,2021,8,44
1021561,NUS,2021,7,5
1618756,QSR,2021,0,81
1609804,OEC,2021,6,99
1397911,LPLA,2021,2,22
1065280,NFLX,2021,9,86
1296445,ORA,2021,4,11
41719,GLT,2021,6,15
857855,UCBI,2021,2,97
1320461,CPS,2021,0,87
816956,CNMD,2021,3,35
1790982,ARNC,2021,6,59
1040130,PETS,2021,0,64
913144,RNR,2021,2,10
1402436,SSNC,2021,8,37
1657853,HTZ,2021,1,89
278166,CVCO,2021,0,58
86312,TRV,2021,2,10
716634,RDI,2021,9,50
842162,LEA,2021,0,67
1590715,AREC,2021,4,9
825542,SMG,2021,6,65
789460,INT,2021,4,38
1014111,GLAE,2021,2,19
924822,MLR,2021,5,53
1378992,BERY,2021,6,69
74260,ORI,2021,2,97
29905,DOV,2021,5,27
895728,ENB,2021,4,38
1116132,TPR,2021,0,31
109380,ZION,2021,2,2
1144980,ABG,2021,0,31
712534,FRME,2021,2,36
790051,CSL,2021,5,53
1282648,BATL,2021,4,61
39911,GPS,2021,0,0
1043604,JNPR,2021,8,16
1474735,GNRC,2021,5,7
1022671,STLD,2021,6,99
866706,ESE,2021,5,7
1114483,ITGR,2021,3,23
815094,ABMD,2021,3,13
1334036,CROX,2021,0,31
920760,LEN,2021,0,58
29534,DG,2021,0,57
922358,FGPR,2021,4,11
60519,LPX,2021,6,41
1396009,VMC,2021,6,99
913142,BDC,2021,8,37
928658,CVLG,2021,1,90
927066,DVA,2021,3,42
880266,AGCO,2021,5,27
92380,LUV,2021,1,89
277509,FSS,2021,5,1
1012100,SEE,2021,6,69
1097864,ON,2021,8,76
854560,GSBC,2021,2,2
1265131,HTH,2021,2,51
1524472,XYL,2021,5,54
1037038,RL,2021,0,31
1381197,IBKR,2021,2,66
73124,NTRS,2021,2,19
1726173,BH,2021,0,81
701985,BBWI,2021,0,64
1732845,WRK,2021,6,15
16058,CACI,2021,1,45
72331,NDSN,2021,5,73
34088,XOM,2021,4,61
1173514,HY,2021,1,1
217346,TXT,2021,1,1
1488139,AMRC,2021,1,7
1276520,GNW,2021,2,10
1287213,PLOW,2021,1,1
863110,ARTNA,2021,4,92
729580,BELFB,2021,8,91
64040,SPGI,2021,2,66
317540,COKE,2021,7,94
746838,UIS,2021,8,70
937098,TNET,2021,1,89
93389,SMP,2021,0,87
310142,SXT,2021,6,3
1599489,VRTV,2021,1,83
897077,ALG,2021,1,45
731766,UNH,2021,3,42
742112,IVCRQ,2021,3,35
1053507,AMT,2021,9,26
886158,BBBY,2021,5,54
54480,KSU,2021,1,71
732717,T,2021,9,86
4962,AXP,2021,2,66
1013880,TTEC,2021,8,44
1159281,ALR,2021,3,28
1331875,FNF,2021,2,52
1040470,AEHR,2021,8,6
1093082,HBP,2021,5,53
1585364,PRGO,2021,3,49
924901,VRE,2021,9,30
796343,ADBE,2021,8,6
720672,SF,2021,2,19
915389,EMN,2021,6,3
1101215,BFH,2021,2,36
277948,CSX,2021,1,71
798354,FISV,2021,8,43
1133311,TZOO,2021,9,98
1361538,PRIM,2021,1,68
37472,FLXS,2021,0,34
1635984,NWLI,2021,2,56
1674168,HGV,2021,0,32
108516,WOR,2021,6,59
1417398,HI,2021,5,73
1385280,CNK,2021,9,50
867665,AXAS,2021,4,9
868671,GBCI,2021,2,2
912593,SUI,2021,9,48
1666700,DD,2021,6,69
49196,HBAN,2021,2,51
59527,LECO,2021,5,45
55067,K,2021,7,94
25475,CRD.A,2021,2,66
1723089,CHX,2021,4,33
1130713,OSTK,2021,0,31
1158463,JBLU,2021,1,89
868857,ACM,2021,1,45
1582568,PBFX,2021,4,38
759944,CFG,2021,2,36
906107,EQR,2021,9,30
10329,BSET,2021,0,31
1597033,SABR,2021,8,44
1049502,MKSI,2021,8,78
60714,LXU,2021,6,29
1042893,DRQ,2021,4,74
1708035,ECVT,2021,6,99
708955,FFBC,2021,2,52
1337298,FF,2021,6,29
1063344,HT,2021,9,48
876523,EZPW,2021,2,51
891014,MTX,2021,6,29
894405,ARCB,2021,1,90
320187,NKE,2021,0,31
1748790,AMCR,2021,6,69
1041061,YUM,2021,0,14
75677,PKG,2021,6,15
1792044,VTRS,2021,3,88
27904,DAL,2021,1,89
70866,NCR,2021,8,91
813762,IEP,2021,9,79
1418091,TWTR,2021,9,50
33213,EQT,2021,4,61
1286681,DPZ,2021,0,14
1723128,AMRX,2021,3,49
1490281,GRPN,2021,0,75
1670541,ADNT,2021,0,67
84839,ROL,2021,5,79
716643,RGS,2021,0,64
795403,WTS,2021,5,7
1441236,CLW,2021,6,15
1710366,CEIX,2021,4,9
850429,TG,2021,6,15
21665,CL,2021,7,63
1283630,ACC,2021,9,30
1005731,IDT,2021,8,8
81362,KWR,2021,6,3
883948,AUB,2021,2,97
91928,SJI,2021,4,11
67347,MOD,2021,0,87
1280058,BLKB,2021,8,37
100726,UFI,2021,0,34
949870,SAM,2021,7,47
1056285,KIRK,2021,0,64
1326380,GME,2021,0,0
1121142,MAXR,2021,1,39
928054,FTK,2021,6,29
1046257,INGR,2021,7,18
1688568,DXC,2021,8,70
78814,PBI,2021,1,83
97210,TER,2021,8,44
1336920,LDOS,2021,1,39
719413,HL,2021,6,29
935494,NATI,2021,8,78
812128,SAFM,2021,7,72
63276,MAT,2021,0,95
313143,HAE,2021,3,23
8858,AVT,2021,8,91
1108426,PNM,2021,4,92
1641991,FLOW,2021,5,54
1091667,CHTR,2021,9,8
73756,OII,2021,4,74
1579684,GCI,2021,9,98
46250,HWKN,2021,6,3
852772,DENN,2021,0,14
1466538,COWN,2021,2,66
1464343,ATLC,2021,2,52
822818,CLH,2021,5,68
1121484,OIS,2021,4,61
1692115,SWX,2021,4,11
1821393,AAN,2021,0,57
742278,RES,2021,4,33
57725,LCI,2021,3,88
1611647,FRPT,2021,7,5
1078271,EXTR,2021,8,37
30625,FLS,2021,5,54
1043277,CHRW,2021,1,90
1675149,AA,2021,6,3
799698,LADX,2021,3,88
