cik,tic,Year,GICS_Sector
1209028,AAIC,2021,40.0
797721,VSAT,2021,45.0
878726,TUEMQ,2021,25.0
76267,PKE,2021,20.0
1439095,MRC,2021,20.0
1428875,TMX,2021,25.0
1065059,LEU,2021,10.0
910606,REG,2021,60.0
719220,STBA,2021,40.0
51434,IP,2021,15.0
1616862,AXTA,2021,15.0
1531152,BJ,2021,30.0
1755672,CTVA,2021,15.0
764180,MO,2021,30.0
1674101,VRT,2021,20.0
1000228,HSIC,2021,35.0
775158,OSK,2021,20.0
1564408,SNAP,2021,50.0
1037540,BXP,2021,60.0
59558,LNC,2021,40.0
799167,MRTN,2021,20.0
1045609,PLD,2021,60.0
1513761,NCLH,2021,25.0
882184,DHI,2021,25.0
1163739,NBR,2021,10.0
1339605,HEES,2021,20.0
912603,SCHN,2021,15.0
1091883,CIR,2021,20.0
1084961,ECPG,2021,40.0
1065088,EBAY,2021,25.0
50725,GFF,2021,20.0
1630805,BW,2021,20.0
42582,GT,2021,25.0
78890,BCO,2021,20.0
31235,KODK,2021,45.0
1691303,HCC,2021,15.0
72333,JWN,2021,25.0
1285785,MOS,2021,15.0
750577,HWC,2021,40.0
1099800,EW,2021,35.0
1034054,SBAC,2021,60.0
84129,RAD,2021,30.0
1282637,NEU,2021,15.0
876437,MTG,2021,40.0
95552,SUP,2021,25.0
1567892,MNK,2021,35.0
1328581,BCC,2021,20.0
785956,JJSF,2021,30.0
1652044,GOOGL,2021,50.0
1404912,KKR,2021,40.0
794170,TOL,2021,25.0
901491,PZZA,2021,25.0
885639,KSS,2021,25.0
1635881,EXTN,2021,10.0
315293,AON,2021,40.0
1022079,DGX,2021,35.0
105634,EME,2021,20.0
1086222,AKAM,2021,45.0
1374535,AIMC,2021,20.0
310354,SXI,2021,20.0
1617640,Z,2021,60.0
14272,BMY,2021,35.0
1260221,TDG,2021,20.0
1111335,VC,2021,25.0
927628,COF,2021,40.0
923796,GEO,2021,20.0
1349436,SD,2021,10.0
1604028,WMS,2021,20.0
63754,MKC,2021,30.0
1022321,GEL,2021,10.0
1525287,SRLP,2021,10.0
1466593,OTTR,2021,55.0
835011,MGPI,2021,30.0
1137774,PRU,2021,40.0
1014739,OPCH,2021,35.0
1604778,QRVO,2021,45.0
795266,KBH,2021,25.0
94344,STC,2021,40.0
39368,FUL,2021,15.0
769520,MIDD,2021,20.0
740260,VTR,2021,60.0
1043000,SNDA,2021,35.0
3197,CECO,2021,20.0
1109357,EXC,2021,55.0
1786352,BILL,2021,45.0
1303313,LHCG,2021,35.0
1750,AIR,2021,20.0
1069157,EWBC,2021,40.0
36270,MTB,2021,40.0
715957,D,2021,55.0
1048911,FDX,2021,20.0
80420,POWL,2021,20.0
1013462,ANSS,2021,45.0
1510295,MPC,2021,10.0
717605,HXL,2021,20.0
6281,ADI,2021,45.0
707179,ONB,2021,40.0
1103982,MDLZ,2021,30.0
1372020,GLDD,2021,20.0
1051512,TDS,2021,50.0
874866,CRVL,2021,35.0
700923,MYRG,2021,20.0
76605,PATK,2021,25.0
1307954,HUN,2021,15.0
36966,FHN,2021,40.0
1144519,BG,2021,30.0
1575051,SIRE,2021,15.0
897429,CHS,2021,25.0
811589,FBNC,2021,40.0
931148,EAF,2021,20.0
36104,USB,2021,40.0
784977,POR,2021,55.0
1000697,WAT,2021,35.0
1483510,EXPR,2021,25.0
1172222,HA,2021,20.0
793074,WERN,2021,20.0
1434621,TREE,2021,40.0
1113256,MTOR,2021,20.0
30697,WEN,2021,25.0
1524741,SLCA,2021,10.0
816761,TDC,2021,45.0
1224608,CNO,2021,40.0
832101,IEX,2021,20.0
1058290,CTSH,2021,45.0
926326,OMCL,2021,35.0
40211,GATX,2021,20.0
1357615,KBR,2021,20.0
12659,HRB,2021,25.0
97476,TXN,2021,45.0
788784,PEG,2021,55.0
1108109,CYH,2021,35.0
62234,MCS,2021,50.0
1037676,ARCH,2021,10.0
763744,LCII,2021,25.0
22444,CMC,2021,15.0
894081,ATSG,2021,20.0
783325,WEC,2021,55.0
1521332,APTV,2021,25.0
856982,MMSI,2021,35.0
1059556,MCO,2021,40.0
1494319,UNVR,2021,20.0
82020,USLM,2021,15.0
895417,ELS,2021,60.0
778164,ALTO,2021,10.0
108312,WWD,2021,20.0
101382,UMBF,2021,40.0
862831,FISI,2021,40.0
1288403,WTI,2021,10.0
1129155,MPX,2021,25.0
915913,ALB,2021,15.0
849869,SLGN,2021,15.0
1059262,SP,2021,20.0
915912,AVB,2021,60.0
1309108,WEX,2021,45.0
316253,ENZ,2021,35.0
1026655,CMT,2021,15.0
18230,CAT,2021,20.0
1077688,HOFT,2021,25.0
66756,ALE,2021,55.0
1046327,RNWK,2021,45.0
1126975,MMP,2021,10.0
1297989,EXLS,2021,45.0
104889,GHC,2021,25.0
315189,DE,2021,20.0
21076,CLX,2021,30.0
1517228,COMM,2021,45.0
716006,YELL,2021,20.0
1552000,MPLX,2021,10.0
28917,DDS,2021,25.0
85961,R,2021,20.0
50493,IMKTA,2021,30.0
80661,PGR,2021,40.0
57515,LANC,2021,30.0
895126,CHK,2021,10.0
1037976,JLL,2021,60.0
768899,TBI,2021,20.0
1308208,ULH,2021,20.0
1520697,ACHC,2021,35.0
830524,CCF,2021,15.0
813828,PARA,2021,50.0
1692063,SNDR,2021,20.0
874716,IDXX,2021,35.0
91440,SNA,2021,20.0
88121,SEB,2021,30.0
702325,FMBI,2021,40.0
752642,UMH,2021,60.0
1355096,QRTEA,2021,25.0
860730,HCA,2021,35.0
18255,CATO,2021,25.0
105016,WSO,2021,20.0
1142596,NUVA,2021,35.0
908255,BWA,2021,25.0
1705110,ANGI,2021,50.0
1378453,TA,2021,25.0
49754,DIN,2021,25.0
89439,MLI,2021,20.0
1579877,OUT,2021,60.0
1004980,PCG,2021,55.0
1711269,EVRG,2021,55.0
93751,STT,2021,40.0
314808,VAL,2021,10.0
101829,RTX,2021,20.0
1206264,TPX,2021,25.0
821002,GIII,2021,25.0
1166003,XPO,2021,20.0
911177,CWST,2021,20.0
1411207,ALSN,2021,20.0
36146,TRMK,2021,40.0
896262,AMED,2021,35.0
1637655,HZN,2021,25.0
935703,DLTR,2021,25.0
849399,GEN,2021,45.0
1046102,RBA,2021,20.0
1468328,ADUS,2021,35.0
1107843,QLYS,2021,45.0
1272830,VG,2021,45.0
40729,ALLY,2021,40.0
62709,MMC,2021,40.0
96021,SYY,2021,30.0
780571,ITRI,2021,45.0
66740,MMM,2021,20.0
1553023,CONE,2021,60.0
1019849,PAG,2021,25.0
12208,BIO,2021,35.0
884887,RCL,2021,25.0
1590955,PAYC,2021,45.0
1659166,FTV,2021,20.0
1035201,CWT,2021,55.0
1062231,AXL,2021,25.0
824142,AAON,2021,20.0
1075531,BKNG,2021,25.0
1050825,SCS,2021,20.0
1005284,OLED,2021,45.0
94845,LEVI,2021,25.0
891166,UVE,2021,40.0
11544,WRB,2021,40.0
1136893,FIS,2021,45.0
717954,UNF,2021,20.0
1468174,H,2021,25.0
1653653,RRR,2021,25.0
1627223,CC,2021,15.0
1021860,NOV,2021,10.0
1744489,DIS,2021,50.0
1102112,PACW,2021,40.0
28823,DBD,2021,45.0
100517,UAL,2021,20.0
